age,workclass,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_per_anum
29, Private,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Portugal,0
30, Self-emp-not-inc,12, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
29, Self-emp-not-inc,6, Divorced, Craft-repair, Not-in-family, White, Male,0,0,80, United-States,0
42, Private,14, Never-married, Exec-managerial, Not-in-family, White, Female,4650,0,40, United-States,0
53, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States,0
49, Private,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
19, Private,10, Never-married, Sales, Own-child, White, Female,0,0,30, United-States,0
48, Self-emp-not-inc,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
49, Self-emp-inc,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1
45, Private,16, Widowed, Prof-specialty, Unmarried, White, Male,15020,0,40, Iran,1
55, Private,9, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States,0
31, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,0
31, Private,12, Never-married, Prof-specialty, Own-child, White, Male,0,0,3, United-States,0
27, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
34, Private,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,55, United-States,1
29, Private,11, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States,0
24, Federal-gov,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States,0
50, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1485,40, United-States,0
31, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,1
41, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2051,60, United-States,0
20, Private,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States,0
24, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
51, Private,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
26, Private,12, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
58, Private,9, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States,0
51, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,47, United-States,1
35, Federal-gov,10, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States,0
47, Local-gov,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States,1
70, Private,9, Divorced, Other-service, Not-in-family, White, Female,0,0,28, United-States,0
42, Private,14, Divorced, Prof-specialty, Not-in-family, White, Male,4650,0,40, United-States,0
43, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
28, Private,13, Married-civ-spouse, Other-service, Wife, White, Female,0,0,15, United-States,0
52, Self-emp-not-inc,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1
28, Local-gov,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
57, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States,1
32, Self-emp-inc,13, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,50, Iran,1
49, State-gov,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
57, Local-gov,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
23, Private,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,15, United-States,0
51, Self-emp-not-inc,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,2057,60, Canada,0
32, Private,10, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,0
48, Private,6, Divorced, Sales, Not-in-family, White, Female,0,0,38, United-States,0
48, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
45, Private,9, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States,0
22, Private,9, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States,0
26, Private,10, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States,0
31, Private,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, United-States,1
20, Local-gov,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,0
28, Private,10, Never-married, Tech-support, Not-in-family, White, Male,0,0,54, United-States,0
19, Private,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States,0
23, Private,3, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,0
49, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,45, United-States,1
62, Private,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1628,70, United-States,0
19, Private,9, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States,0
24, Local-gov,9, Divorced, Protective-serv, Unmarried, Black, Female,0,0,40, United-States,0
31, Private,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
44, Private,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,0
62, Private,10, Separated, Sales, Unmarried, White, Female,0,1617,33, United-States,0
71, Private,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
38, Private,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1
41, Private,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,3411,0,40, Mexico,0
29, Private,10, Divorced, Prof-specialty, Unmarried, White, Female,0,0,24, United-States,0
19, Private,9, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States,0
45, Private,7, Divorced, Adm-clerical, Unmarried, White, Female,0,0,16, United-States,0
51, Private,9, Divorced, Other-service, Other-relative, Black, Female,0,0,30, United-States,0
31, Private,8, Never-married, Sales, Own-child, White, Male,0,0,32, United-States,0
47, Private,6, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, Cuba,0
40, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
27, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States,0
66, Local-gov,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, United-States,1
39, Private,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
25, Private,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,25, Mexico,0
56, Private,9, Divorced, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,0,0,35, United-States,0
48, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,0
56, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
43, Local-gov,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1902,40, United-States,1
37, Private,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0
35, Private,11, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, United-States,1
38, Private,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States,1
27, Self-emp-not-inc,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
56, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,18, United-States,0
57, Private,6, Separated, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States,0
36, Private,13, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States,1
42, Private,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
61, Private,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,2, United-States,1
61, Private,2, Married-civ-spouse, Prof-specialty, Husband, White, Male,3942,0,20, Mexico,0
42, Self-emp-inc,10, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,2885,0,30, United-States,0
25, Private,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Yugoslavia,0
21, Private,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,0
57, Private,4, Widowed, Sales, Other-relative, White, Female,0,1602,3, United-States,0
35, Private,13, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Haiti,0
28, State-gov,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
55, Private,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
28, Private,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0
22, Private,6, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,0
31, Private,10, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,1485,55, United-States,1
58, Local-gov,9, Married-civ-spouse, Protective-serv, Husband, White, Male,3908,0,40, United-States,0
43, Private,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States,0
61, Private,6, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
19, Private,10, Never-married, Adm-clerical, Other-relative, White, Male,0,0,25, United-States,0
30, Local-gov,12, Married-civ-spouse, Protective-serv, Husband, White, Male,5013,0,45, United-States,0
34, Private,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,53, United-States,0
46, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
48, State-gov,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,1
27, Private,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,70, United-States,0
31, Private,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
51, Private,4, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,19, United-States,0
20, Private,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
26, Local-gov,10, Never-married, Other-service, Own-child, Black, Female,0,0,10, Jamaica,0
72, Self-emp-not-inc,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,74, United-States,0
30, Private,10, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,0
57, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,1
38, State-gov,10, Separated, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0
45, Self-emp-not-inc,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States,0
41, Private,9, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,40, Guatemala,0
34, Private,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,0
25, Local-gov,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
47, Private,10, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States,0
23, Private,10, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States,0
28, Private,9, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States,0
64, Private,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,0
49, Local-gov,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
50, Private,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0
33, Private,9, Never-married, Sales, Not-in-family, White, Male,3325,0,50, United-States,0
33, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
57, Private,7, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, Canada,0
25, Private,3, Never-married, Prof-specialty, Unmarried, White, Female,0,0,25, El-Salvador,0
28, Self-emp-not-inc,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,0
20, Private,9, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States,0
64, Private,9, Divorced, Prof-specialty, Unmarried, White, Female,0,0,38, United-States,0
19, Private,4, Never-married, Craft-repair, Own-child, White, Male,0,1602,32, United-States,0
31, State-gov,10, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,1
65, Self-emp-not-inc,15, Divorced, Prof-specialty, Not-in-family, White, Male,0,1668,40, United-States,0
35, Private,9, Never-married, Other-service, Own-child, Black, Female,0,0,35, Jamaica,0
58, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Greece,1
47, Private,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,2, United-States,1
72, Without-pay,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,55, United-States,0
42, Private,14, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States,0
32, State-gov,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States,0
44, Local-gov,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,44, United-States,0
20, Private,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,43, United-States,0
31, Self-emp-not-inc,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0
67, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada,1
30, Private,13, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States,1
60, Private,12, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
18, Private,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,0
37, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, United-States,1
81, Private,13, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,5, United-States,0
32, Private,10, Married-civ-spouse, Sales, Husband, White, Male,5178,0,50, United-States,1
53, Private,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States,0
35, Private,10, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,30, United-States,0
22, Federal-gov,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
63, Private,13, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,56, United-States,0
35, Local-gov,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States,0
40, Self-emp-not-inc,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States,0
41, Federal-gov,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, India,1
44, Private,14, Separated, Sales, Unmarried, White, Female,0,0,48, United-States,0
28, Local-gov,9, Never-married, Adm-clerical, Other-relative, White, Male,0,0,20, United-States,0
59, Private,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
22, Private,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
36, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States,0
37, Self-emp-inc,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,50, United-States,1
23, Private,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,45, Outlying-US(Guam-USVI-etc),0
49, Federal-gov,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
23, Private,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,0
26, Private,10, Never-married, Sales, Not-in-family, Black, Male,0,0,35, United-States,0
52, State-gov,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
42, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,1
43, Private,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
45, Self-emp-not-inc,8, Divorced, Craft-repair, Other-relative, Black, Male,0,0,35, United-States,0
23, Private,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,42, United-States,0
38, Local-gov,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,1
43, Private,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1
32, Private,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2002,42, United-States,0
61, Private,9, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
44, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States,1
23, State-gov,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
35, Self-emp-not-inc,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,55, United-States,1
27, Private,10, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States,0
66, Local-gov,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,25, United-States,0
32, Private,10, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0
80, Private,9, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,24, United-States,0
74, Private,9, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States,0
35, Private,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,0
59, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
34, Private,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States,0
56, Private,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,1
54, Private,9, Widowed, Other-service, Not-in-family, White, Female,0,0,15, United-States,0
47, Private,9, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States,0
40, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
23, Private,7, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States,0
30, Private,11, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States,0
56, Private,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,1
41, State-gov,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,3464,0,40, United-States,0
48, Private,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,1590,38, United-States,0
22, Private,6, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
40, Self-emp-inc,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States,1
51, Self-emp-not-inc,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States,1
37, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,1
40, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0
40, Federal-gov,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States,1
26, Private,12, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
24, Private,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
26, Private,12, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States,0
32, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
65, Self-emp-not-inc,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,6514,0,40, United-States,1
59, Private,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
61, Self-emp-inc,16, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan,1
73, Private,9, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,8, United-States,0
24, Private,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,0
31, Private,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States,0
40, Self-emp-not-inc,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0
50, Self-emp-not-inc,6, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States,0
25, Private,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States,0
28, Self-emp-inc,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,0
32, Private,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,1
52, Federal-gov,13, Married-civ-spouse, Tech-support, Husband, Black, Male,7688,0,40, United-States,1
56, Private,13, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,50, Haiti,0
56, Self-emp-not-inc,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States,1
23, Private,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,0
28, Private,10, Divorced, Other-service, Other-relative, Black, Male,0,0,24, United-States,0
18, Private,3, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,30, Honduras,0
58, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
47, Private,10, Divorced, Sales, Own-child, White, Male,0,0,55, United-States,0
31, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,0
27, Private,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico,0
17, Private,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
49, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States,0
40, Private,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1
20, Private,12, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States,0
36, Private,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,1
43, Self-emp-not-inc,9, Divorced, Craft-repair, Own-child, White, Male,0,0,35, United-States,0
42, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,40, United-States,0
18, Private,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
57, Private,2, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Portugal,0
38, State-gov,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,40, United-States,1
52, Private,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States,1
49, Private,13, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines,0
45, State-gov,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,38, United-States,1
44, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States,1
51, Private,4, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States,0
46, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States,1
46, Local-gov,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,1
60, Self-emp-inc,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,1
19, Local-gov,10, Never-married, Other-service, Own-child, Black, Female,0,0,35, United-States,0
54, Self-emp-not-inc,13, Divorced, Farming-fishing, Not-in-family, White, Male,27828,0,50, United-States,1
75, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,6, United-States,0
69, Federal-gov,7, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States,0
60, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
27, Private,4, Never-married, Other-service, Other-relative, White, Male,0,0,35, Guatemala,0
45, Self-emp-not-inc,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States,0
50, Private,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,1
28, Private,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
80, Self-emp-not-inc,4, Never-married, Farming-fishing, Unmarried, White, Male,0,0,20, United-States,0
27, Private,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
31, Private,9, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States,0
54, Private,9, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States,0
39, Federal-gov,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,1
42, Private,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States,0
40, Self-emp-inc,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
27, Private,12, Never-married, Exec-managerial, Not-in-family, White, Male,3325,0,40, United-States,0
65, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States,0
48, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,98, United-States,0
37, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0
39, Private,10, Divorced, Sales, Not-in-family, White, Female,0,0,38, United-States,0
61, Private,10, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States,1
80, Self-emp-not-inc,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States,0
22, Private,9, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,35, United-States,0
31, Private,10, Married-civ-spouse, Sales, Husband, White, Male,0,2051,57, United-States,0
28, Private,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States,0
28, Private,10, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States,0
54, Private,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,56, United-States,1
44, Private,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
75, Self-emp-not-inc,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1735,40, United-States,0
60, Private,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,0
48, Private,11, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States,0
42, Private,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,0
29, Private,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, Peru,0
56, Local-gov,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
28, Private,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,70, United-States,1
19, Private,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,0
26, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0
45, Self-emp-not-inc,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
35, Private,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States,0
48, Self-emp-inc,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
35, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States,0
46, Private,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
28, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,1
42, Private,9, Never-married, Other-service, Not-in-family, White, Female,0,0,65, United-States,0
47, Private,9, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States,0
41, Local-gov,10, Married-civ-spouse, Transport-moving, Husband, White, Male,3942,0,40, United-States,0
49, Private,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,99999,0,20, United-States,1
45, Self-emp-not-inc,10, Never-married, Sales, Own-child, White, Female,0,0,35, United-States,0
70, Private,10, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam,0
34, Private,10, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States,0
34, Private,9, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,32, United-States,0
34, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
41, Local-gov,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
41, Private,9, Never-married, Craft-repair, Own-child, Black, Female,0,0,35, United-States,0
29, Private,10, Divorced, Exec-managerial, Own-child, White, Female,1831,0,40, United-States,0
37, Private,10, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,1
31, Private,9, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,0
